benchmark-name,benchmark-type,server-node,client-node,socket-buffer-size,mtu,bandwidth,client-ram,client-cpu,server-ram,server-cpu,transport-protocol,loss,delay
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,312,1197,42.11,1388,29.91,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,270,1090,42.74,1348,26.45,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,314,1021,41.64,1302,29.14,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,272,1092,41.11,1343,28.87,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,250,1131,41.34,1379,27.93,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,280,1098,40.7,1221,25.92,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,279,1118,41.77,1348,25.94,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,277,1144,41.25,1346,28.57,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,269,1190,39.95,1346,27.8,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,275,1155,41.05,1375,25.8,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,274,1064,41.29,1368,27.95,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,273,1076,41.0,1377,28.78,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,279,1098,41.1,1201,28.4,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,282,1199,41.76,1385,26.36,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,310,1055,41.25,1366,29.31,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,265,1310,43.3,1376,31.21,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,280,1097,41.24,1362,26.0,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,308,1090,41.61,1391,28.74,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,308,1143,42.65,1372,30.15,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,310,1237,42.22,1406,29.62,udp,0,0
21-headscale-direct,pod2pod,l26-node03,l26-node02,2M,1230,274,1088,41.25,1200,29.11,udp,0,0
